smiles,name,id,atc,atc_name_1,atc_name_2,atc_name_3,atc_name_4,molecular_weight,logP,hydrogen_bond_acceptors,hydrogen_bond_donors,Lipinski,QED,stereo_centers,tpsa,PAINS_alert,BRENK_alert,NIH_alert,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo
NCCCCCC(=O)O,AMINOCAPROIC ACID,CHEMBL1046,B02AA,BLOOD AND BLOOD FORMING ORGANS,ANTIHEMORRHAGICS,ANTIFIBRINOLYTICS,Amino acids,131.175,0.5901000000000001,2,2,4.0,0.5365844185944308,0,63.32000000000001,0,1,0,0.049553044,0.7294468,0.75103486,0.0010735547,0.0026121666,0.06421824,0.0013775136,0.08027984,0.0050153956,0.06318995,6.3090374e-05,0.31201988,0.036805537,0.05107075,0.87187815,0.006008873,0.012842691,0.0011091896,0.0005233788,0.005333245,0.040324282,0.0015499783,0.20821774,0.000694142,0.022402504,0.00064514077,0.0034503646,0.00055260205,0.0023961389,0.58979905,0.013613614,-4.967488,11.901922,-38.47011,-1.7313169,-11.257367,1.6539071,-2.4561756,4.867488,0.09424534,-3.200164
CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,MITOMYCIN,CHEMBL105,L01DC,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ANTINEOPLASTIC AGENTS,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,Other cytotoxic antibiotics,334.33200000000005,-1.6511999999999971,8,3,4.0,0.4106698403593517,4,146.89000000000001,1,2,1,0.89654434,0.5793827,0.7441071,0.04197832,0.039323866,0.04384128,0.016068412,0.11244657,0.058897268,0.47868308,0.08424265,0.07126577,0.36430472,0.571707,0.94163907,0.071795,0.08991734,0.13120957,0.026033815,0.03382363,0.13938321,0.0068261772,0.35650843,0.026784897,0.11183814,0.08473593,0.011900758,0.044912357,0.18859173,0.5190776,0.4323637,-5.264783,4.504929,27.948904,-5.2760444,-17.143257,3.3799298,0.4956986,46.962605,-3.0708714,-4.2355375
CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,LATANOPROST,CHEMBL1051,S01EE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Prostaglandin analogues,432.60100000000017,4.186400000000005,5,3,4.0,0.2471860765188796,5,86.99000000000001,0,2,0,0.21440467,0.8476745,0.64000726,0.037129395,0.08244978,0.18819897,0.08279718,0.40429258,0.25755912,0.7493912,0.61882097,0.05573985,0.17956607,0.12716982,0.9995774,0.02542327,0.05396987,0.024557259,0.0918301,0.07876759,0.1356677,0.03501907,0.89107275,0.81318074,0.33772463,0.010234596,0.12549424,0.31501156,0.059523515,0.590483,0.8402007,-4.8110332,103.23494,75.34403,12.508191,-13.188754,2.2397583,3.0463471,88.982376,-4.0047426,5.0773897
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,TRICHLORMETHIAZIDE,CHEMBL1054,C03AA,CARDIOVASCULAR SYSTEM,DIURETICS,"LOW-CEILING DIURETICS, THIAZIDES","Thiazides, plain",380.66200000000003,0.8210000000000004,5,3,4.0,0.6564465021990212,1,118.35999999999999,0,1,1,0.22052273,0.28899258,0.8177147,0.0067876056,0.03645544,0.17998004,0.031066542,0.02263023,0.0074133077,0.23938303,0.032994878,0.5380432,0.035168555,0.8879334,0.97126997,0.008949959,0.009206815,0.0046232017,0.006495259,0.00383963,0.046800844,0.0011498227,0.22977126,0.0056022573,0.06583606,0.0010002492,0.004877716,0.0037872742,0.01696964,0.40323955,0.03576659,-5.625749,18.638294,25.328135,36.071426,-16.884323,2.0436676,0.8958707,80.51119,-2.9381196,0.107737586
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,CHLORTHALIDONE,CHEMBL1055,C03BA,CARDIOVASCULAR SYSTEM,DIURETICS,"LOW-CEILING DIURETICS, EXCL. THIAZIDES","Sulfonamides, plain",338.77200000000005,0.9242000000000001,4,3,4.0,0.7560395435859316,1,109.49000000000001,0,0,0,0.08876135,0.4096547,0.91427755,0.019649278,0.017835673,0.3530416,0.026017701,0.040225055,0.007783129,0.18645039,0.009660874,0.41340336,0.089052096,0.9023086,0.9640328,0.0193253,0.041551344,0.013290775,0.006642687,0.00695281,0.06908636,0.008554047,0.22095132,0.014102807,0.034697693,0.003640971,0.0036743716,0.011231223,0.020959992,0.27507442,0.03779891,-5.3859787,28.150318,18.969746,31.05827,-17.13682,1.8277872,1.004567,77.54076,-3.2702458,-1.4092586
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,FLUORESCEIN,CHEMBL1057,S01JA,SENSORY ORGANS,OPHTHALMOLOGICALS,DIAGNOSTIC AGENTS,Colouring agents,332.31100000000004,3.6658000000000017,5,2,4.0,0.6144482281821225,0,75.99000000000001,0,0,0,0.22350316,0.11795406,0.72402865,0.58338344,0.551942,0.15161625,0.6119397,0.016731756,0.1147542,0.33047557,0.36339647,0.10831219,0.04771415,0.91557825,0.99843454,0.017301956,0.08828195,0.45864305,0.1749878,0.40421033,0.6480142,0.057199217,0.62988853,0.3595514,0.5957476,0.15006512,0.1410117,0.89539605,0.3100884,0.6744501,0.33195257,-4.8858614,82.421425,56.96177,14.485601,-13.663167,2.5209212,2.8200414,97.879684,-4.1914525,0.59089756
CC(C)C[C@H](CN)CC(=O)O,PREGABALIN,CHEMBL1059,N02BF,NERVOUS SYSTEM,ANALGESICS,OTHER ANALGESICS AND ANTIPYRETICS,Gabapentinoids,159.229,1.0821,2,2,4.0,0.6306196110552211,1,63.32000000000001,0,0,0,0.06264271,0.7879351,0.85801154,0.0050009615,0.01232857,0.107404426,0.0047068247,0.17213951,0.015751611,0.14032386,0.0005307034,0.2647358,0.033853833,0.074882865,0.9646057,0.0049949805,0.013171352,0.0015820805,0.0010739677,0.006072418,0.056305908,0.0030905996,0.58773834,0.0029364252,0.021589948,0.0008038214,0.0037542414,0.0016294405,0.0024931806,0.67418194,0.05133419,-4.8717375,26.550537,-17.451889,-10.94752,-9.662698,1.9039528,-1.0004513,30.15836,-0.78889495,-2.7962227
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,FLUCONAZOLE,CHEMBL106,J02AC;D01AC,ANTIINFECTIVES FOR SYSTEMIC USE;DERMATOLOGICALS,ANTIMYCOTICS FOR SYSTEMIC USE;ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIMYCOTICS FOR SYSTEMIC USE;ANTIFUNGALS FOR TOPICAL USE,Triazole and tetrazole derivatives;Imidazole and triazole derivatives,306.276,0.7357999999999993,5,1,4.0,0.7515159753061997,0,81.64999999999999,0,0,0,0.021831306,0.48460674,0.8173267,0.11496365,0.8351723,0.07757363,0.54852927,0.01283402,0.09156382,0.36058307,0.9226121,0.090969786,0.063189246,0.8793495,0.9999995,0.00013253589,0.0010082487,0.05971121,0.13663909,0.0013057317,0.010446167,0.00010400559,0.6738333,0.011781857,0.05514143,0.0010667347,0.019281246,0.0024445558,0.0017514855,0.08020146,0.36267185,-5.376172,26.103458,9.686215,0.6243321,-16.872421,2.5234942,0.3544078,33.53117,-1.3628267,1.0688462
NC1=NCC(c2ccccc2)O1,AMINOREX,CHEMBL106258,,,,,,162.19199999999998,1.0726,3,1,4.0,0.6710883221997438,1,47.61,0,0,0,0.31457287,0.933272,0.88441837,0.09683141,0.03195125,0.12800351,0.0029057031,0.41946143,0.48040253,0.25453088,0.0035461257,0.21036518,0.14044888,0.06891526,0.9986452,0.0032972426,0.013632121,0.014748635,0.005630926,0.006134256,0.051406503,0.0013500812,0.79341865,0.011799055,0.033373304,0.00092647335,0.007519196,0.010011832,0.0030998404,0.78055704,0.38472736,-4.96574,20.949312,-10.094573,-9.330194,-11.211594,2.3799152,0.19084725,40.430824,-1.0792592,-2.7004597
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,SIMVASTATIN,CHEMBL1064,C10AA,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",HMG CoA reductase inhibitors,418.57400000000024,4.585600000000005,5,1,4.0,0.6390622750209786,7,72.83,0,0,0,0.5447184,0.8436116,0.66656685,0.0057849227,0.13668378,0.10984039,0.11560084,0.20460105,0.07610805,0.82146776,0.807251,0.050966524,0.19204736,0.23688278,0.99940264,0.10070674,0.103725016,0.020676283,0.2019619,0.099397905,0.12944451,0.06767004,0.9298307,0.77878195,0.5694063,0.049108267,0.20334503,0.45022506,0.16761582,0.48269957,0.7560662,-4.586092,125.825294,101.195465,12.015084,-9.332591,2.1173806,3.737957,102.233604,-5.50385,4.4679956
CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,METHYSERGIDE,CHEMBL1065,N02CA,NERVOUS SYSTEM,ANALGESICS,ANTIMIGRAINE PREPARATIONS,Ergot alkaloids,353.4660000000001,1.9351,3,2,4.0,0.8831423888921255,3,57.5,1,0,0,0.9157378,0.9297209,0.8730151,0.59297997,0.07565328,0.1430052,0.012677671,0.6350208,0.48475486,0.629624,0.23650675,0.117772534,0.5685741,0.3872018,0.99845266,0.053999193,0.0657861,0.53434,0.030772498,0.02415957,0.11147459,0.004676855,0.8796648,0.16100073,0.12552373,0.056293927,0.02057996,0.046196043,0.0944395,0.69840425,0.881944,-4.9708033,2.2760072,8.061013,41.90124,-14.2168,3.473452,1.909764,68.54691,-3.0609903,6.9074874
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,OXCARBAZEPINE,CHEMBL1068,N03AF,NERVOUS SYSTEM,ANTIEPILEPTICS,ANTIEPILEPTICS,Carboxamide derivatives,252.27299999999997,2.6422000000000008,2,1,4.0,0.7829578147216556,0,63.400000000000006,0,0,0,0.090118304,0.9101801,0.9360968,0.28520066,0.23453188,0.38657528,0.1409091,0.12138686,0.024861412,0.37873185,0.022966716,0.14658701,0.075196214,0.80297136,0.99986935,0.008203435,0.036603056,0.09010876,0.012842824,0.016478185,0.15103677,0.018198926,0.8878856,0.07598204,0.06613334,0.016453158,0.0085157985,0.06583141,0.014819737,0.37170622,0.14774087,-4.4673853,44.399887,10.926913,-3.3765442,-11.493966,1.9837097,1.0986512,68.03329,-3.0964036,-5.903533
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,VALSARTAN,CHEMBL1069,C09CA,CARDIOVASCULAR SYSTEM,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN","Angiotensin II receptor blockers (ARBs), plain",435.52800000000013,4.161700000000002,5,2,4.0,0.49443162692459075,1,112.07000000000001,0,0,0,0.04461202,0.26592976,0.8462526,0.016238218,0.27579603,0.39344603,0.35239252,0.027380731,0.06549443,0.40740004,0.20225823,0.4325184,0.15502006,0.91511315,0.935555,0.016200494,0.024596615,0.015090886,0.050025403,0.02898775,0.07971652,0.15947464,0.2613661,0.20488843,0.20586018,0.017989945,0.026497155,0.048980646,0.075953305,0.2642652,0.24250202,-5.625138,34.678368,29.277649,-9.690046,-18.012487,2.062326,0.09790714,96.4974,-4.136099,-2.887833
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,COLCHICINE,CHEMBL107,M04AC,MUSCULO-SKELETAL SYSTEM,ANTIGOUT PREPARATIONS,ANTIGOUT PREPARATIONS,Preparations with no effect on uric acid metabolism,399.4430000000002,2.871600000000001,6,1,4.0,0.8325220081385356,1,83.09,0,0,0,0.5564356,0.74716824,0.9375466,0.24029024,0.22177343,0.26496315,0.14716335,0.28921112,0.02539393,0.73727924,0.39424172,0.07385252,0.23708129,0.90399724,0.9996381,0.036333453,0.084838085,0.39413375,0.11864604,0.031659223,0.13293193,0.030555155,0.92304945,0.51439637,0.30483127,0.14383766,0.030656189,0.23836239,0.14624429,0.2719775,0.61222136,-4.648705,21.23605,11.386389,5.1225486,-13.255753,2.8207366,0.82478225,56.52997,-2.5516639,-2.2819047
COc1ccc2cc(CCC(C)=O)ccc2c1,NABUMETONE,CHEMBL1070,M01AX,MUSCULO-SKELETAL SYSTEM,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids",228.29099999999997,3.370000000000002,2,0,4.0,0.8015823313615688,0,26.3,0,0,0,0.66429204,0.9886373,0.9468094,0.9817964,0.6258502,0.28038177,0.095359005,0.4821086,0.13370778,0.6278499,0.1969656,0.10270302,0.10038121,0.6169421,0.9999968,0.007663249,0.03844838,0.41401258,0.048606247,0.016730506,0.17411517,0.0075484468,0.98609245,0.13709016,0.0955117,0.04677695,0.026678776,0.057815097,0.021926623,0.6834878,0.51516116,-4.3588576,128.38857,84.54796,6.108291,-6.742009,1.8070723,3.081367,91.87235,-4.0800233,-0.931139
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,OXAPROZIN,CHEMBL1071,M01AE,MUSCULO-SKELETAL SYSTEM,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Propionic acid derivatives,293.32200000000006,4.025800000000003,3,1,4.0,0.7711850955719793,0,63.33,0,0,0,0.098645434,0.6705228,0.9292284,0.27863914,0.28241172,0.65142375,0.3313658,0.105349764,0.02204201,0.4124802,0.020934988,0.4468133,0.11963312,0.94403094,0.9917412,0.01258415,0.03539115,0.13610323,0.035217535,0.041823085,0.1888904,0.310217,0.6619002,0.26966974,0.18115559,0.05301858,0.022529447,0.13635407,0.066848084,0.36737406,0.1894513,-4.6827793,34.831665,9.059397,-14.389013,-10.124401,2.5422456,1.0478415,97.191246,-3.6458592,-5.7356443
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,BUMETANIDE,CHEMBL1072,C03CA,CARDIOVASCULAR SYSTEM,DIURETICS,HIGH-CEILING DIURETICS,"Sulfonamides, plain",364.42300000000006,3.036500000000001,5,3,4.0,0.6195581690411603,0,118.71999999999998,0,1,0,0.016322492,0.30143946,0.9270522,0.054081745,0.06624258,0.43982786,0.14239489,0.03170154,0.023028376,0.17034389,0.0094821565,0.5046746,0.09806661,0.91661346,0.9459928,0.006319672,0.039510723,0.018244073,0.0099006025,0.016072487,0.099677965,0.027259031,0.19738765,0.04112723,0.04624664,0.0038185574,0.0034427948,0.023072269,0.011147894,0.20254335,0.06487934,-5.2038655,38.655304,22.745676,16.480091,-13.35101,1.7965822,0.13701339,95.48394,-3.7020345,-1.3408171
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,GLIPIZIDE,CHEMBL1073,A10BB,ALIMENTARY TRACT AND METABOLISM,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Sulfonylureas,445.54500000000024,2.0781199999999993,6,3,4.0,0.5981616815314104,0,130.14999999999998,0,0,0,0.0027974444,0.40321016,0.9371408,0.011497493,0.08202334,0.55014133,0.24333528,0.034095217,0.0053131427,0.3805478,0.17172673,0.35413238,0.043484036,0.98034954,0.99928534,0.002405322,0.014053501,0.004710489,0.0079173315,0.0015570006,0.02580207,0.00463282,0.656897,0.074086264,0.07658805,0.0015927509,0.0025527452,0.0034143724,0.006332486,0.08078759,0.09257527,-5.409223,19.091259,19.993921,13.367411,-15.65861,2.0463855,0.2553209,91.36812,-3.8598976,-3.1131835
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,MORICIZINE,CHEMBL1075,C01BG,CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,"ANTIARRHYTHMICS, CLASS I AND III","Other antiarrhythmics, class I and III",427.52600000000024,4.106600000000004,6,1,4.0,0.7745106536439257,0,71.11,0,0,0,0.3658092,0.9025013,0.83690894,0.4813079,0.55857027,0.3187287,0.5306648,0.36428335,0.35705176,0.7441223,0.74598026,0.20165996,0.57120955,0.83304083,0.99889594,0.056281246,0.07903753,0.4463533,0.12746206,0.028558945,0.11961134,0.035515767,0.9065784,0.780774,0.3491336,0.08875345,0.044858985,0.16538823,0.12845916,0.28285307,0.8855834,-4.5920763,99.00644,81.00757,23.602623,-12.913075,2.266906,2.999555,94.97876,-4.546326,6.620311
c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,VARENICLINE,CHEMBL1076903,N07BA;S01XA,NERVOUS SYSTEM;SENSORY ORGANS,OTHER NERVOUS SYSTEM DRUGS;OPHTHALMOLOGICALS,DRUGS USED IN ADDICTIVE DISORDERS;OTHER OPHTHALMOLOGICALS,Drugs used in nicotine dependence;Other ophthalmologicals,211.26799999999994,1.8038999999999998,3,1,4.0,0.721762960406491,2,37.81,0,0,0,0.55394745,0.7886716,0.89112425,0.09178827,0.0045326785,0.050217517,0.0007767602,0.24713223,0.06576665,0.16472685,0.029808458,0.12502247,0.18896717,0.2755714,0.99923134,0.011467127,0.03928973,0.11710818,0.008125052,0.003038274,0.037068166,0.0002644028,0.56945014,0.001889588,0.028796589,0.005314593,0.009204058,0.0016347179,0.011194001,0.52483743,0.26867276,-4.920135,-10.555226,-29.517645,13.470299,-11.572848,3.218554,-0.20041728,32.067795,-1.200262,2.7052093
Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,BROMFENAC,CHEMBL1077,S01BC,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"Antiinflammatory agents, non-steroids",334.169,2.889400000000001,3,2,4.0,0.6654785528464892,0,80.39000000000001,1,1,0,0.1374434,0.41682345,0.8949499,0.2532373,0.2266577,0.4880584,0.30339128,0.063332416,0.040163018,0.35603306,0.0416586,0.43910918,0.107298955,0.92510384,0.9736713,0.01926353,0.04553409,0.13591303,0.035824474,0.051680487,0.14899561,0.20606227,0.51166236,0.13786134,0.20964357,0.049149815,0.029063284,0.17138097,0.101975836,0.46014923,0.1624355,-4.682286,9.824402,-11.540729,25.965954,-12.104353,2.6417499,0.5207597,91.140274,-3.748191,0.12188306
CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,ROPIVACAINE,CHEMBL1077896,N01BB,NERVOUS SYSTEM,ANESTHETICS,"ANESTHETICS, LOCAL",Amides,274.408,3.5064400000000013,2,1,4.0,0.9109962827378179,1,32.34,0,0,0,0.2661284,0.98039085,0.91725636,0.14379019,0.1068022,0.19169301,0.011746983,0.58555955,0.2536122,0.6262801,0.043023728,0.101424,0.30533108,0.20751722,0.9999302,0.00403708,0.022103708,0.026372653,0.0075240396,0.0051749214,0.056505263,0.0016181236,0.96655625,0.12870426,0.040489834,0.002166914,0.0057144025,0.015215533,0.0052790823,0.60718983,0.70602167,-4.4538817,54.111652,36.689217,13.077837,-8.212497,3.0618522,2.1210563,63.08358,-2.7713752,1.5853511
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,MOMELOTINIB,CHEMBL1078178,L01EJ,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ANTINEOPLASTIC AGENTS,PROTEIN KINASE INHIBITORS,Janus-associated kinase (JAK) inhibitors,414.4690000000002,2.9771800000000015,7,2,4.0,0.597823059764905,0,103.17,1,1,1,0.41160935,0.34050912,0.8868027,0.17770019,0.08453268,0.2245439,0.104517005,0.077105746,0.036482032,0.44899577,0.1607419,0.21549687,0.49076924,0.98345596,0.98085994,0.0795671,0.11103307,0.5716093,0.20760512,0.05725182,0.2784261,0.065859996,0.62123936,0.46873125,0.466191,0.40942112,0.037762355,0.35543975,0.38806278,0.21448131,0.66286916,-5.1629305,19.910818,18.73797,44.18313,-17.437647,2.5940254,2.4775245,90.77256,-4.6259456,3.7869065
CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,PROPIVERINE,CHEMBL1078261,G04BD,GENITO URINARY SYSTEM AND SEX HORMONES,UROLOGICALS,UROLOGICALS,Drugs for urinary frequency and incontinence,367.489,3.994200000000003,4,0,4.0,0.6937242687137712,0,38.77,0,0,0,0.19636455,0.9172427,0.8504267,0.0018786093,0.103687026,0.15439901,0.033427794,0.22475867,0.080211416,0.6835791,0.124144815,0.073771775,0.28052452,0.28146353,0.99961835,0.007179945,0.026353616,0.003692525,0.012269074,0.012004333,0.0692829,0.0129484385,0.89374495,0.4579947,0.08666356,0.0025129672,0.010246675,0.03797505,0.011507029,0.48839816,0.72762555,-4.4790583,97.685165,72.17104,10.239781,-8.734522,2.6688862,2.6887946,78.29677,-3.3249016,1.7998073
Clc1ccc2nsnc2c1NC1=NCCN1,TIZANIDINE,CHEMBL1079,M03BX,MUSCULO-SKELETAL SYSTEM,MUSCLE RELAXANTS,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",Other centrally acting agents,253.718,1.7157999999999993,6,2,4.0,0.8124044266873097,0,62.2,0,0,0,0.55142975,0.8196765,0.81332505,0.6785391,0.13657989,0.13005124,0.08088048,0.2946311,0.35563236,0.4860463,0.0844128,0.26793018,0.393099,0.6462496,0.9890642,0.07354035,0.043466084,0.45311013,0.055710327,0.031954993,0.09289594,0.026142668,0.8070959,0.06495196,0.3096879,0.08297585,0.064857885,0.14647295,0.2007195,0.572381,0.5528676,-5.156062,4.6467943,-1.9244874,-1.2423435,-13.652924,2.977346,0.58966106,64.206665,-2.4394157,0.44621664
Cc1cc(C)cc(OCC2CNC(=O)O2)c1,METAXALONE,CHEMBL1079604,,,,,,221.256,1.7906399999999998,3,1,4.0,0.8460710155484404,1,47.56,0,0,0,0.47928494,0.9811516,0.9363638,0.5084451,0.5651012,0.26932418,0.1291402,0.27069798,0.035283454,0.6489251,0.15283178,0.15418044,0.06137895,0.58696735,0.9999587,0.0047548404,0.016419712,0.056923706,0.03150424,0.0065669315,0.071810044,0.009495035,0.9853555,0.07315553,0.075288974,0.0152002275,0.016743148,0.025153503,0.01079498,0.56813794,0.25839368,-4.3809624,82.13802,36.511803,-11.739144,-8.05044,1.9747055,2.0226743,75.86426,-2.3233361,-1.7161598
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ERLOTINIB HYDROCHLORIDE,CHEMBL1079742,,,,,,393.4430000000002,3.405100000000002,7,1,4.0,0.4178840975839869,0,74.73000000000002,0,2,0,0.5186523,0.42847458,0.90493786,0.6143134,0.3642531,0.12255399,0.24110869,0.12617257,0.09071634,0.6718961,0.85939294,0.09076709,0.30430192,0.97223055,0.99972856,0.070866995,0.10456339,0.89195347,0.5421759,0.08195418,0.2498992,0.044599246,0.9270285,0.67154795,0.7226647,0.55787784,0.13029197,0.56868935,0.4007172,0.17735556,0.80625707,-4.7416067,53.89483,35.551727,84.21595,-13.964193,2.6106591,3.1772606,94.82084,-4.5566835,14.597354
NC(=O)N1c2ccccc2C=Cc2ccccc21,CARBAMAZEPINE,CHEMBL108,N03AF,NERVOUS SYSTEM,ANTIEPILEPTICS,ANTIEPILEPTICS,Carboxamide derivatives,236.274,3.3872000000000018,1,1,4.0,0.748363450121821,0,46.330000000000005,0,1,0,0.2308851,0.9635417,0.9426163,0.7111041,0.26330107,0.380787,0.100949384,0.25748223,0.07326102,0.45800194,0.028584624,0.16479427,0.116182104,0.69657016,0.9999334,0.008498178,0.036139693,0.19133464,0.015519133,0.016966581,0.17697297,0.015186565,0.94418734,0.09322981,0.07951125,0.020829264,0.011862776,0.073473796,0.017556582,0.52397114,0.28285193,-4.4217362,58.476246,18.658686,-3.027985,-10.027827,1.947252,1.7932422,74.464775,-3.1121836,-4.532394
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,AMOXICILLIN,CHEMBL1082,J01CA,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Penicillins with extended spectrum,365.4110000000001,0.023700000000000443,6,4,4.0,0.5530315284690744,4,132.96,0,0,1,0.12685938,0.060295213,0.5266568,0.00039563468,0.011154363,0.03009903,0.011191003,0.0031529355,0.0066789547,0.0818664,0.0026980203,0.07457913,0.20835027,0.56369746,0.12069923,0.013187086,0.0996144,0.0060717436,0.0041626096,0.03046366,0.14102723,0.002865113,0.0031717517,0.004138327,0.029852444,0.009573504,0.002980265,0.0013272639,0.026553258,0.19826373,0.031369142,-6.4472237,6.132779,8.320477,-2.1564355,-22.910254,1.9334838,-1.4857306,46.58903,-1.7031904,0.050995253
CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,ENZALUTAMIDE,CHEMBL1082407,L02BB,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ENDOCRINE THERAPY,HORMONE ANTAGONISTS AND RELATED AGENTS,Anti-androgens,464.44400000000013,3.992480000000003,4,1,4.0,0.5492417106050057,0,76.44,0,1,0,0.0614314,0.271247,0.79034936,0.025036126,0.33654523,0.21284077,0.46165022,0.048981097,0.012851924,0.60731244,0.54330665,0.08009593,0.026181903,0.9524001,0.99917114,0.027891392,0.050364397,0.059314013,0.1620909,0.028624292,0.06777514,0.06896304,0.81728476,0.47193098,0.34671047,0.047597747,0.054324847,0.4567663,0.18946873,0.22118883,0.20948145,-4.555234,29.43729,41.94408,38.38497,-11.94945,2.9292986,2.8209794,93.882576,-5.5032487,-2.1200805
OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,SALMETEROL XINAFOATE,CHEMBL1082607,,,,,,415.57400000000007,4.107400000000005,5,4,4.0,0.3103203848328889,1,81.95,0,1,0,0.06776424,0.6965476,0.4316145,0.3184018,0.37658036,0.12288971,0.20546874,0.43151966,0.9462967,0.5031017,0.61545974,0.20453414,0.2014027,0.1476302,0.9956881,0.007850605,0.015463794,0.12281768,0.32458562,0.06257172,0.13096131,0.019011501,0.6336187,0.89465743,0.45908627,0.0046730773,0.18961419,0.5106307,0.06559962,0.6540618,0.96819097,-5.423768,64.68831,49.456303,10.788376,-15.63698,2.7625935,1.8955791,82.28767,-3.3501332,9.472452
